text,label,prob
Rampasan dibuat selepas bot ronda yang melaksanakan Op Jaksa di perairan Tanjung Pelepas mengesan bot kayu berkenaan #AWANInews #AWANI745 https://t.co/0dm3Bn7Fgi,Negative,0.9853716492652893
"@ejatghani Hm sukar nak jawab tu, tapi melihatkan keberkesanan kerajaan yang sekarang ni cam tak heran la",Negative,0.9994291663169861
"Soekarno berkuasa puluhan tahun. Soeharto berulang jadi Presiden. Tapi mereka bisa begitu karena sistem politik otoriter, ditopang konstitusi darurat tanpa batasan masa jabatan Presiden. Konstitusi kita bilang kini cuma boleh 2 periode. Jadi ini jelas gerakan melawan konstitusi. https://t.co/cTu5LFPSWV",Positive,0.9351032972335815
Biar biar semua orang kat selangor ni mampus itu yang kerajaan nak kan?,Negative,0.9993202686309814
@NHakimiMN Dap tk lompat parti. Br kuar gua ke. Yg penembak babi dr melaka tu parti apa. Perogol diperak parti apa.,Negative,0.9993769526481628
"@fckingrimmmrep Tahu apa yang lagi sucks, belajar lama lama kat perlis tak pergi lagi sampai skrang. Pukimak punya kerajaan.",Negative,0.9993396997451782
Nak jadi ketua. Wartawan takut. Pilihanraya takut. Bersidang takut. Hadap pembangkang takut. Mcm ni gaya hang nk j https://t.co/jXw24GyYYI,Negative,0.9994572997093201
@kompascom Lemahnya negara ini dari ancama luar ya ginilah hasilnya..politik luar negri kita diatur sama negara lain.,Negative,0.9995064735412598
TV3 guna video 2007 lapor bantuan banjir BN di Sabah,Negative,0.9990512132644653
SERUAN KEPADA BANGSA JOHOR !! Mari Bersama Kami Mengubah Senario Politik Malaysia Hari Ini Sertai Muda Johor Sekarang ! https://t.co/CWq1EOBXwJ #MUDAsudahMULA #MUDAJOHOR https://t.co/wPKZraFnCv,Negative,0.9994713068008423
1 jadi wakil kilang. 1 jadi wakil Along. 1 jadi wakil bank. 1 kata dia x kisah dipanggil bodoh. 1 kata kerajaan x g https://t.co/akkQu6AIXW,Negative,0.9994242787361145
"@501Awani Tidak tahan lama. Kita akan tahu bila Azmin balik dari luar Negeri. Kalau bukan Kepintaran Azmin, mana PN dapat jadi kerajaan.",Negative,0.9993900060653687
"Klu lepas 14 hari x bukak, umno nk buat apa?bukak seluar bogel ramai2 depan parlimen ke?",Negative,0.9994367361068726
"Tapi...tapi...masa jumpa wakil YP dulu diorang kata kalau tak membalak, tak melombong macam mana kerajaan negeri nak ada duit untuk majukan negeri... Ni negeri tak maju-maju duitnya kemana wahai bapak menteriiiii",Negative,0.9993991851806641
Habih semua DAP ja salah @akukeadilan_ @anwaribrahim,Negative,0.999332070350647
"KM, DAP dan PN Pongpang KM buat hal lagi. Pongpang DAP sibuk bekap peneroka musang king hutan Raub ... Pongpang https://t.co/2hcah76XwE",Negative,0.9993904829025269
"dengan kerajaan kena kencing, dengan company pun kena kencing zzz",Negative,0.9993404150009155
"@xx_habibae Tengah kaji kerajaan mana naik kalau covid19 dah tak, tengah kaji macam mana nak pertahanankan putrajay https://t.co/LJ0g0QC9Ul",Negative,0.9993140697479248
@apanakdikato Keputusan Mahkamah itu bukan kerja kerajaan. Melainkan kamu ada bukti ada campur tangan dari putrajay https://t.co/Sbct4SGNHE,Negative,0.9992677569389343
"1 year and 3 months, kerajaan baru menilai, NILAI dah masuk Selangor dh. But apa-apapun hope for the best! All the https://t.co/g9vEK474gT",Positive,0.9996719360351562
Wayang. Tarik jelah sokongan dgn kerajaan PN. Ni duk buat mcm nk jadi hero tp duk mengempeng lg dgn PN,Negative,0.9995039701461792
Lah kau lagi. Baik kau focus bantu rakyat. Layan politik kau apa pun tak dapat.,Negative,0.9994441270828247
@AkuSabah @MasidiM @SabahInfo @KKCity @501Awani @SabahOnBorneo @sabahmajujaya @MusaHjAman @likas_official @RANAUinfo @tawautown @PenampangAits @keningau_twt @KUDATtwt @kotabeludtwt @BahSabahBah @SabahKini @BuliBahKalauKau @LabuanFT @SaveTjAruBeach @kktwestival @KkFood @kkhotels @BeaufortTown @LABUANmy @KinabaluCity @penampangtown @SANDAKANtwt @SandakanOnline @SDKNCity @LabungMadri @SayangiSabah @mohdshafieapdal @KPDNKK @relakeningau @Keningaufm @Keningau_AADK @cliew30 @junzwong @Swakheadhunter @Papartown @DARDOfficial @mysabahfm @3Sabahfm @P189Semporna @TuaranTown_ @MasidiM @Khairykj @IsmailSabri60 @MuhyiddinYassin Sabah tercorot mcm mau msk Ph 2 https://t.co/MVkoy1hkCb,Negative,0.998815655708313
@lulursln lepastu ada ahli politik buat kempen bendera putih yg rakyat initiate ni as their political rival. cemsia https://t.co/K5vddBDHqY,Negative,0.9994263648986816
PH ne kan kuataaahh....TASIIIHHH KIRAAAAAAAANG KUATAAAAAHHHHH NOPOOOO SIK CUETHOOOOOOOOOOOOOO...????!!,Negative,0.9985383749008179
@ronnieliutk or I call you Ronnie tiu pahang punya dap pun tak kecoh semalam pasal kes ladang durian you dari selan https://t.co/t7FFgkm4bi,Negative,0.999511182308197
Selamat Datang ke akaun Instagram rasmi Badan Perhubungan UMNO Negeri Pulau Pinang. Layari https://t.co/WSawXts4xM https://t.co/fx5o8FwELG,Neutral,0.9993903636932373
"@AhmadAs40444170 @MusytaqAshari Nak terajui kerajaan tapi kemajuan di Kelantan, Terengganu tu setakat mana, ya?",Negative,0.9989539384841919
Pembiayaan Peribadi-i Raya Paling Masyuuuuk... Kakitangan Kerajaan &amp; Badan Berkanun *Tertakluk Terma dan Syarat2 https://t.co/AzKwoQY2oR,Positive,0.9996628761291504
Nak muntah la tengok berita pasal politik. Balik balik hang lantik aku aku lantik hang. Dan aku still takboleh beli https://t.co/8xTdgOmJOC,Negative,0.9994735717773438
So Kerajaan masih nak deny Kerajaan Gagal? Mirror yourself lah!,Negative,0.9994677305221558
"Taman Bersatu, Jitra #Kedah makan tengahari - gulai daging utara - ketupat palas tidak perlu tunggu musim perayaan bila-bila masa pun boleh yang ini sempena cuti esok - Hari Keputeraan KDYMM Sultan Kedah ke 79 https://t.co/v1O1EZPq8q",Positive,0.9995194673538208
Ketua Pemuda Pertubuhan Kinabalu Progresif Bersatu (UPKO) @FelixJSaang meminta semua penduduk khususnya di kawasan https://t.co/plirkf5ULd,Positive,0.9995989799499512
"Baca berita pasal palestin dah lukuh hati + geram, baca pulak politik malaysia waktu gawat macam ni campur baur dah https://t.co/4UN1wyZIHr",Negative,0.9994509816169739
Cukuplah kerajaan yang bingai. Rakyat nak ikut bingai skali dah kenapa?,Negative,0.999273419380188
@shafidashaari @InfoRakyatKini Mana ada pemimpin Umno yg clean...Hishamuddin ngan Nazri ni lg banyak berak bkn taka https://t.co/Lpk7iC3pyz,Negative,0.999372661113739
@Bossbm17 @MatthewShanmu10 @Barisansial @Lugzan11 @1rmf5 @MacthDeath @HangBuah3 @M_uhauha_no @izhar1902 @PudinDon @Shawn35154099 @Zamyusof2 @duniasuri @bossku_team @TeohPaikLeong @RameshRaoAKS @kontarOP @iamjefrizain @piesmile2007 @DmitriAlexande1 @BadBoy2662 @pussycat____ @hafizuddinsw @MalaysianCitiz3 @amran1817 @UzairAl22688085 @NikYahya2 @GlobalKid6 @AjaxbroBro @blackmerz101 @MrAntiFitnah @BujalismReality @evildimsum @khaipek @razmanrahim @MatthewShanmug9 @terrencedass @sirsazly @af_f4hmi @Bro2Face @mahazalimreturn @MatthewShanmug8 @61_garuda @wallaun_cyber @abdulhadiawang @PASPusat @mijjemije @encikdoomex @AzminAli @aleem_says Hari ni 200 kematian. Membuktikan PKR dan DAP sudah berjaya menghadiahkan KEMATIAN kepada rakyat negeri Selangor. Kita minta PKR bubarkan kerajaan negeri atau rakyat sendiri yg akan bubarkan PKR selama-lamanya,Negative,0.9977244138717651
"Kerajaan melayu isle Negeri serambi mekah Air bersih 2040 Pattla air kelantan tk jernih2.. Rupanya menyapu jgk. Bkn RM 27, tp RM27 Juta. https://t.co/MGWsCfz3kE",Negative,0.9993181228637695
@FarhanAsyraf12 Kerajaan kita sekarang kerajaan paling gagal dan taktau malu weyh,Negative,0.9993184804916382
"@KKMPutrajaya Terengganu masih kekal dua digit. InsyaAllah kita turunkan lg hingga satu digit. Bersatu teguh, bercerai roboh!",Positive,0.9974737167358398
Sebutlah secara terang. Demikianlah Kerajaan PN,Negative,0.999464750289917
"@anwaribrahim Ambil tindakan tegas atas kilang di Meru, Klang tu. Melindungi PATI adalah isu amat besar dan berat semasa FMCO. Rakyat disuruh duk rumah. Tapi kilang tak boleh dibenarkan melindungi PATI sama sekali. Rakyat Selangor gesa Kerajaan Pusat/Negeri pandang serius dan ambik tindakan.",Negative,0.9990479350090027
Me otw to PAP nak ambik bantuan makanan kerajaan negeri Selangor. https://t.co/mBkXJ6MXvl,Negative,0.9985772967338562
Satu usaha yang baik oleh kerajaan negeri Kelantan https://t.co/6b4psJ868w,Positive,0.999078631401062
Kacau betol laa politik ni.. aduhai..,Negative,0.9993833303451538
Wahai kerajaan bodoh yang bukak laundry sik nyuroh melipat baju di sia gi mampus lah renyok uniform aku caken mena,Negative,0.9994630813598633
Bantuan Khas Sarawakku Sayang (BKSS 5.0) melibatkan peruntukan berjumlah RM405 juta dalam inisiatif kerajaan Sarawak untuk meringankan beban rakyat dalam menghadapi penularan Covid-19. #BKKS #SarawakKuSayang #JapenSarawak #sodiakroks #pmrsibu https://t.co/gDxoYO3zRw,Positive,0.999630331993103
putus harapan dah dengan kerajaan baru ni.,Negative,0.9992942810058594
Tuan punya badan time post ni mesti high sampai kerajaan langit ni,Negative,0.9991956949234009
"Penamatan PKPD pada 26 Jun 2021 (11.59 malam) Kampung Kadazan, Tawau Taman Villa Felca Nambazan, Penampang 2 Perkampungan di Kota Kinabalu &gt; Kg. Lobou 1 &gt; Kg. Bukit Permai Sumber: Kenyataan Media Harian Kerajaan Negeri Sabah, 25 Jun 2021 #JaPenSabah #MenangBersama https://t.co/8NHLqsXLhK",Neutral,0.9985243082046509
Tukar regim umno lebih baik dari cuba hancur kan umno. Mybe ini yg sedang Di usahakan . Bila berlaku tukar regim https://t.co/CmmMDEr1kH,Negative,0.999544084072113
"Aku selalunya tak layan sangat politik atau ap yang jadi belakang tabir malaysia ni, tapi sejak dua menjak ni aku d https://t.co/njHmJmIJrg",Negative,0.999016284942627
10 kali pon kerajaan baru setahun je elok tahun kedua tengok la huru hara macam mana,Negative,0.9993191957473755
"Al-kisahnya, parti pembangkang pun mati pucuk. #malaysia #malaysiakoyak #Malaysialockdown",Negative,0.999507486820221
@KenaTroll Saya tak sebut langsung pasal kepimpinan dan politik dalam tweet saya berkaitan ni. Saya just sebut real https://t.co/N92sER6iUX,Negative,0.9994362592697144
Nak harap kerajaan sekarang dengar video ni berbicara? Rakyat mintak tutup kilang pun die pegi tutup tero Lembah Kl https://t.co/UR2GnkrIew,Negative,0.9993840456008911
Dah mulaaaa dah permainan politik seks dia. Surely the lowest of the low.,Negative,0.9993857145309448
"IMUNISASI COVID-19 | Pesawat Raya Airways TH 384, yang membawa satu juta vaksin Pfizer-BioNTech sumbangan kerajaan https://t.co/4gtWfooc9y",Positive,0.9996697902679443
"@PejuangJiwa Kenapa sampai begini? Sebab yang membuat keputusan yang menentukan nasib negara semua tak bijak, kan? https://t.co/2BN5xDOM6y",Negative,0.9994163513183594
Jadi? Ko mok undi sapa? DAP? Sik function. PKR? Berebut kuasa. Parti Dayak? Sik da maruah. Tweet kiang kaung pun sik guna juak. Bak kata asshole riya.. Twitter cuma echo chamber jak. Gedebang jak lebih. Sik juak ke cney2.,Negative,0.9993947744369507
"Hampa nak maghah pasai pa, hampa kerajaan kot! https://t.co/139igIg4JL",Negative,0.9995110630989075
"kahkah ko menafikan, so betullakan kerajaan korang ni memang penuh taik, kalau kau in right position takkannya nak https://t.co/yF8mS4ffUK",Negative,0.9994523525238037
Jauh sangat lari konteks. Perang Salib berlaku berbeza tahun dengan kerajaan Melaka. Even kerajaan Melaka tidak ter https://t.co/2f2a6fmiuy,Negative,0.9994214773178101
"@RamliRizal Buseet.. jaman udah teknologi 5.0, jualan nya bukit algoritma, saat di beri kekuasaan, gaya politik nya https://t.co/9y30IzzgS6",Negative,0.9992725849151611
@iamjefrizain @PASPusat @umnoonline @PartiAmanah Semua ahli parti politik hanya pentingkan undi.,Negative,0.9993884563446045
Kalau Takiyuddin kata kerajaan nak buka Parlimen Sept ini tak perlulah YDP Agung dan Raja2 Melayu adakan Mesyuarat https://t.co/vxHi1Tqvzn,Negative,0.9994379281997681
@wannerrunner @f4kr0ls00d itu pondok umno kan? Kenape gitu semak samun? Takde ular bertelur kat situ ke?,Negative,0.9994406700134277
Azmin ni masa jadi pembangkang nampak bagus siot. Jadi menteri serupa waknat !,Negative,0.9993581771850586
Ketua Umno Sabah percaya kenyataan Nazri Aziz itu sekadar pandangan peribadi. #FMTNews #BungMoktarRadin https://t.co/Sydh8eH29M,Neutral,0.9397433996200562
"Uk bersidang tuk bntu ngra dia pulih dri pandemic. Mlysia brsidang tuk tukar kerajaan, buat pilihan raya, pstu 5th https://t.co/XIGfWiVUxX",Negative,0.9994441270828247
"Bro, cuba sedar diri dulu sebelum tweet benda merapu. 1. Isu air Kelantan 2. Pembalakan di kwsn org asli sampai terjejas ekosistem 3. Beli kereta sampai 700K lpas dpt royalti 4. Sembang Hudud 5. Sebelum jd kerajaan duk kritik pasal pusat judi dan no ekor, skrg knp diam?",Negative,0.9994271993637085
Kerajaan negeri Pahang diam ajer kerr aherherher #majuteruspahang,Negative,0.9995190501213074
@Syihabuddin93 @H_Bakkaniy Maaf saudara. Bendera putih ni juga ada naik dibeberapa negeri pembangkang seperti Selan https://t.co/82TsIvC91B,Negative,0.9994847178459167
"@zarrahsaurus I dont think calling cina india pendatang is a good thing but spreading false information and being palatao aint it sisteru know portugis yang hancurkan kerajaan melayu melaka right? kalau takde melayu,nyonyas cultures takkan wujud",Negative,0.9994238615036011
"PEMULIH: Kerajaan peruntukkan RM18 juta untuk bank tempatan sediakan 30 unit bank bergerak di Semenanjung Malaysia, https://t.co/LKVxyEUuqW",Positive,0.9996623396873474
"#KualaLumpur Sahabat Alam Malaysia (SAM) menggesa Kerajaan Pahang mengambil tindakan segera dengan menghentikan semua aktiviti perlombongan di tasik semula jadi kedua terbesar di Malaysia, Tasik Chini dan kawasan sekitarnya. https://t.co/PacSTuMXD9",Positive,0.9996392726898193
Jarang2 nak masuk campur urusan politik ni. Hello @AzminAli marah sangat ke tak dilantik sebagai TPM? Kesian.. buat https://t.co/YU1uqENqOG,Negative,0.9994386434555054
Waspada manuver gerakan politik pegawai KPK yang tidak lolos KPK. TWK KPK Profesional #MAsahkanTWKdiKPK https://t.co/vuAVVGExGA,Negative,0.9994727373123169
Ada PM kesah ? Ada TPM kesah ? Ada menteri2 bodoh tu kesah ? Diorang kesah politik babi diorang je,Negative,0.9994639158248901
"@urdeathwarrant @TunCarlos666 Bila pula aku sokong DAP?? bodoh betul manusia mcm ni!! Ko kena ingat, ko pangkah sap https://t.co/Lgm17ZmQp9",Negative,0.9993547201156616
Hmmmm kalaulah kerajaan bahagikan vaksin utk kawasan yg paling terjebak atau paling senang kena COVID-19 dulu mcm K https://t.co/RIgGecx0ij,Negative,0.9991918802261353
"Kerajaan bersetuju melaksanakan PKPD di dua lokaliti di Kunak, Sabah yang melibatkan Kampung Pangi Hujung dan Kampu https://t.co/LhLkqZkMlL",Positive,0.9996738433837891
@theblacktopguy Geng2 pak lebai melayu isley=DAP https://t.co/JiZjTW1say,Negative,0.9992861151695251
MP Segamat keluar Bersatu? Dia keluar nak pi mana?,Negative,0.9991995096206665
Lebih dari 20 orang. Polis mana nak buat kerja yg ni. Polis kan anjing kerajaan. Bootlicker,Negative,0.9993417263031006
@lukhmanian dua tiga member tak berapa dengan dia sebab politik and cakap sebab nampak sombong haha. Yang sebab ken https://t.co/SIABiGRnlD,Negative,0.9994269013404846
ph memerintah lagi teruk kot...dah agak...lah..,Negative,0.9993730783462524
"Gabungan Parti Sarawak affirms support for Perikatan Nasional, Muhyiddin https://t.co/52cylcLkTg https://t.co/52cylcLkTg",Positive,0.9995956420898438
"DASHBOARD INFOGRAFIK, 20 JUN 2021 Kapasiti Penggunaan Katil di Hospital COVID-19 Statistik Vaksinasi Negeri Sabah Fasa 1 &amp; 2 Sekatan Jalan Raya Sumber: Kenyataan Media Harian Kerajaan Negeri Sabah, 20 Jun 2021 #JaPenSabah #MenangBersama https://t.co/JCi4pijEjl",Neutral,0.9994349479675293
Tak lama lagi Najib pulak lepas dan bebas.. akhirnya Malaysia jadi kerajaan yg amat memalukan..,Negative,0.9993832111358643
Admin | Setinggi tahniah saya ucapkan kepada YB Dato Seri @IsmailSabri60 di atas pelantikan sebagai Timbalan Perdana Menteri. Semoga dengan pelantikan ini dapat menguatkan pentadbiran Kerajaan dan merancakkan lagi usaha bersama memerangi COVID-19 dalam pelan #Pemulih negara. https://t.co/MCdJbwNqEE,Positive,0.9996871948242188
"#kangar Sasaran itu berdasarkan lima strategi yang dirangka kerajaan negeri bersama Badan Bertindak Imunisasi Covid-19 (CITF), yang sedang dan dilaksanakan dalam tempoh terdekat. https://t.co/MaOGP0P8Hr",Positive,0.999621570110321
@emrhaqim Ko cakap senang la cuba kau jd kerajaan,Negative,0.9991811513900757
Tindakan terlalu perlahan sehingga ambil masa lama menyebabkan pekebun terbabit kaut keuntungan berjuta-juta tanpa sebarang hasil kepada Kerajaan Pahang. - Aktivis alam sekitar #isukebunharam #sinarharian https://t.co/Iuay1xSZjU,Negative,0.9994545578956604
@JacJacquel @starfess Kerja keras mereka biar bersatu lagi patut diacungi jempol sih Cintanya ke ahgase juga,Positive,0.99965900182724
"Kalau kerajaan Penang still nak teruskan tambak, warga Penang kene turun demo tengah laut macam Bali buat dulu untuk #TolakReklamasi #PenangTolakTambak #CancelPSR https://t.co/9uk9zpkJtI",Negative,0.9994707107543945
@MalaysianStyles @anwaribrahim Hahahaha yes we all know punca kenaikan kes sbb prk sabah. Tp punca parti ph bubarka https://t.co/9XCEUURFvc,Negative,0.9994555711746216
@joshuachong360 @bijak_politik @twilight2710 @lomangpulut @aauuzzaa Ye Kedah Tua lembah bujang langkasuka chih Tu s https://t.co/6v5PyLm9Gp,Positive,0.8961122632026672
"Gago mok ekot masuk 6 ft under juak lah ya. Mok blame SOP lah kerajaan lah apa lah semua, sekali benda camtok juak jadi. Entingal nar juak. https://t.co/zwdGlZUJnF",Negative,0.9994783997535706
#INFO Kerajaan Negeri Selangor memperuntukkan sejumlah RM10.7 juta bagi meneruskan Program Saringan Covid-19 fasa ketiga bertumpu di lokasi jangkitan tinggi termasuk sektor perkilangan. Berita lanjut: https://t.co/Jk8zvs5J9z https://t.co/sle2KkJ0mS,Positive,0.9996777772903442
"Sesiapa pun yang naik jadi kerajaan lepas ni, satu pun susah dah nak percaya. Mula nya kata nak jaga rakyat, tapi s https://t.co/cLS7A2cUMW",Negative,0.9994223117828369
Kamulah??! MOELDOKO yang sebenarnya lalat politik itu sendiri,Negative,0.9993552565574646
Perkhidmatan bas percuma merangkumi 23 pusat vaksinasi - https://t.co/724neC0kWz Kerajaan Selangor telah memperluas https://t.co/4tax7c4vA3,Positive,0.9996384382247925
"@anne_nma Dekat Terengganu kad tu dipanggil Kad Sejahtera. Around RM500 kerajaan peruntukan kpd pengguna kad tu, ta https://t.co/qvu59RwYFk",Positive,0.9996621012687683
"Baru nak mengharap dapat hospital kerajaan baru, kalau pergi Hospital Serdang memang penuh, kalau pg Hospital Putrajaya mahal. Haih harapan hancur.",Negative,0.9994344711303711
Seorang yang lahir dan mendapat IC Biru adalah pendatang - Ketua Pemuda UMNO Subang.,Negative,0.9994728565216064
@amirxabdhadi @H_Bakkaniy Korang ni susah sangat ke nak keluar kenyataan rasmi dengan logo parti.. ke sebab ROS tak https://t.co/IJBwYNzIzU,Negative,0.9993272423744202
Pagi ini merupakan hari keputusan kes rayuan saman sivil oleh keluarga Kamarulnizam &amp; Kerajaan Malaysia serta PDRM. Kamarulnizam mati dlm Penjara Tapah pd tahun 2014 selepas beberapa hari dimasukkan ke dlm penjara. Peguam diketuai M. Visvanathan dibantu V.Sanjay Nathan &amp; R.Karnan https://t.co/NSb0dzEetg,Neutral,0.8885356187820435
"Hutan nak jual, airport nak jual. Semua benda nak jual. Bodoh punya kerajaan.",Negative,0.999352753162384
"Ntah la, at the end aq rsa YDPA pon punca juga. Tak firm, slow buat decision &amp; menurut je apa gang Kerajaan buat.. #PrayForMalaysia",Negative,0.9994683265686035
"Setelah mendapat izin ia bergegas menggendong gadis kecil itu, seolah tengah menggendong seorang Puteri. https://t.co/bN01i0Fmt8",Neutral,0.9994381666183472
Emm dap https://t.co/cYWNh7NjNG,Neutral,0.9994040727615356
"#Kuching Semua presiden komponen Gabungan Parti Sarawak (GPS) akan mengadakan pertemuan dengan Yang di-Pertuan Agong, Al-Sultan Abdullah Ri'ayatuddin Al-Mustafa Billah Shah, Isnin ini. https://t.co/1HxXtFCSPM",Positive,0.9996129274368286
@M_uhauha_no @tunfaisal KERAJAAN BANGSAT BUAT SABAH PASTU EFFECT SETIAP RAKYAT MALAYSIA . Tu kau kata tolong rakyat ?,Negative,0.9993986487388611
PH gaduh dengan PH + kluster mahkamah. Rakyat pulak tanggung derita covid. Babie punya MB Selangor! Babie punya PH! https://t.co/gZlFXrR8yM,Negative,0.9993911981582642
BERNAMA MMG PALAT BIAS NEGERI KOMINIS DAP DORANG COVER CITA KAT NEGERI KONSERVATIF BUAT DUNNO JAGA SENSITIVITY BAYA https://t.co/y3ZBNEAEKI,Neutral,0.9003543257713318
"Pagi ini saya kunjung hormat kpd Dato' Zamani Ahmad Mansor, Datuk Bandar Shah Alam yg baharu. Beliau merupakan mantan Timbalan Setiausaha Kerajaan Negeri Selangor. Perbincangan menjurus kpd perancangan serta dasar berkait dgn kesejahteraan dan kelestarian bandaraya Shah Alam. https://t.co/H1ldIHFA8r",Positive,0.9996141791343689
bubar je la parlimen @ISTANANEGARA_ kerajaan dgn pembangkang dulu tk berguna baik mati je.,Negative,0.9993445873260498
"@faridabas31 Ahli politik senang, jadi criteria buat2 bodoh je.",Negative,0.9994423389434814
"Penamatan PKPD di Sabah Sumber: Kenyataan Media Harian Kerajaan Negeri Sabah, 19 Julai 2021 https://t.co/y4HlAzPizl",Neutral,0.9993510842323303
Dia la Yang menjarah minyak sabah Demi kepentingan Tabung UMNO. Sekarang bersedia menjarah Negara setelah menjadi PM interim.,Negative,0.9994176626205444
Tak pasti kerajaan ke institut penyelidikan,Neutral,0.9138089418411255
"Hampir semua ore kelate yang aku kenal power-power, kerajaan je yang hampeh. https://t.co/FVyLREAhhP",Negative,0.9994155168533325
@suk_selangor kerajaan Selangor tidak berhati perut. Masa PKP boleh seksa orang. Time orang tak ada kerja boleh sek https://t.co/Nll9XmhP6O,Negative,0.9993734955787659
Hampa la yang tak habis habis pasal politik hampa tu! Kalau dak mai mana kes duk sama tang tu ja,Negative,0.9994716644287109
Kerajaan negeri akan membuka satu lagi Pusat Pemberian Vaksin (PPV) di Daerah Kampar iaitu di Pusat Kesihatan Kemas Gopeng yang boleh menampung lebih 400 penerima sehari. #SuaraPerak https://t.co/Lshtd68tZg,Positive,0.9941688776016235
